"REF_DATE","GEO","DGUID","Persons in low income","Low income lines","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2003","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","11.5","C","","","1"
"2004","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","12.3","C","","","1"
"2005","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","9.0","D","","","1"
"2006","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","8.4","D","","","1"
"2007","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","8.6","C","","","1"
"2008","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","8.8","C","","","1"
"2009","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","8.9","C","","","1"
"2010","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","9.2","C","","","1"
"2011","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","9.6","C","","","1"
"2012","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","7.0","D","","","1"
"2013","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","7.9","D","","","1"
"2014","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","6.4","D","","","1"
"2015","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","7.2","D","","","1"
"2016","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","7.9","D","","","1"
"2017","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","8.0","D","","","1"
"2018","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","7.6","C","","","1"
"2015","Alberta","2016A000248","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133341","12.9.6.2","10.5","D","","","1"
"2016","Alberta","2016A000248","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133341","12.9.6.2","11.2","D","","","1"
"2017","Alberta","2016A000248","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133341","12.9.6.2","9.7","D","","","1"
"2018","Alberta","2016A000248","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133341","12.9.6.2","9.2","C","","","1"
"1976","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","11.2","","","","1"
"1977","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","11.5","","","","1"
"1978","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","9.8","","","","1"
"1979","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","10.0","","","","1"
"1980","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","9.3","","","","1"
"1981","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","10.2","","","","1"
"1982","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","11.6","","","","1"
"1983","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","12.4","","","","1"
"1984","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","13.2","","","","1"
"1985","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","13.8","","","","1"
"1986","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","12.0","","","","1"
"1987","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","11.8","","","","1"
"1988","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","9.7","","","","1"
"1989","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","10.2","","","","1"
"1990","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","12.0","","","","1"
"1991","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","10.1","","","","1"
"1992","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","11.1","","","","1"
"1993","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","10.7","C","","","1"
"1994","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","10.7","C","","","1"
"1995","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","11.2","C","","","1"
"1996","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","11.5","C","","","1"
"1997","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","12.4","C","","","1"
"1998","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","13.7","C","","","1"
"1999","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","14.6","C","","","1"
"2000","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","14.9","C","","","1"
"2001","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","15.2","C","","","1"
"2002","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","17.0","C","","","1"
"2003","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","16.3","C","","","1"
"2004","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","15.8","C","","","1"
"2005","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","14.8","C","","","1"
"2006","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","15.7","C","","","1"
"2007","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","13.8","C","","","1"
"2008","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","13.5","C","","","1"
"2009","British Columbia","2016A000259","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520722","13.1.1.2","15.4","C","","","1"
